imageUrl,keyTag,notes,timeSpent,multiTag
./assets/Image/80.jpg,Cannot tell,,2,
./assets/Image/81.jpg,2 stories residential building,,1,
./assets/Image/82.jpg,2 stories residential building,,1,
./assets/Image/83.jpg,2 stories residential building,,1,
./assets/Image/84.jpg,1.5 stories residential building,,2,
./assets/Image/85.jpg,2 stories residential building,,1,
./assets/Image/87.jpg,2 stories residential building,,1,
./assets/Image/86.jpg,2 stories residential building,,2,
./assets/Image/88.jpg,2 stories residential building,,,
./assets/Image/91.jpg,2 stories residential building,,1,
./assets/Image/89.jpg,2 stories residential building,,1,
./assets/Image/90.jpg,2 stories residential building,,1,
./assets/Image/92.jpg,2 stories residential building,,1,
./assets/Image/93.jpg,2 stories residential building,,1,
./assets/Image/94.jpg,2 stories residential building,,1,
./assets/Image/95.jpg,2 stories residential building,,1,
./assets/Image/96.jpg,2 stories residential building,,1,
./assets/Image/97.jpg,2 stories residential building,,1,
./assets/Image/100.jpg,1.5 stories residential building,,6,
./assets/Image/98.jpg,2 stories residential building,,2,
./assets/Image/99.jpg,Cannot tell,,2,
./assets/Image/101.jpg,Cannot tell,,2,
./assets/Image/102.jpg,2 stories residential building,,3,
./assets/Image/103.jpg,Cannot tell,,2,
./assets/Image/104.jpg,Cannot tell,,2,
./assets/Image/105.jpg,2.5 stories residential building,,5,
./assets/Image/106.jpg,1.5 stories residential building,,3,
./assets/Image/107.jpg,2 stories residential building,,3,
./assets/Image/108.jpg,2 stories residential building,,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,
./assets/Image/109.jpg,2 stories residential building,,1,
./assets/Image/111.jpg,2 stories residential building,,1,
./assets/Image/112.jpg,2 stories residential building,,1,
./assets/Image/110.jpg,2 stories residential building,,1,
./assets/Image/114.jpg,2 stories residential building,,1,
./assets/Image/113.jpg,2 stories residential building,,2,
./assets/Image/115.jpg,Cannot tell,,5,
./assets/Image/116.jpg,Cannot tell,,3,
./assets/Image/118.jpg,2 stories residential building,,1,
./assets/Image/117.jpg,2 stories residential building,,2,
./assets/Image/119.jpg,2 stories residential building,,2,
./assets/Image/120.jpg,2 stories residential building,,2,
./assets/Image/122.jpg,2 stories residential building,y,,15
./assets/Image/121.jpg,3 stories residential building,,5,
./assets/Image/123.jpg,Cannot tell,,2,
./assets/Image/124.jpg,3 stories residential building,,4,
./assets/Image/125.jpg,Cannot tell,,3,
./assets/Image/126.jpg,2 stories residential building,,3,
./assets/Image/127.jpg,2 stories residential building,,1,
./assets/Image/130.jpg,Cannot tell,,2,
./assets/Image/128.jpg,1.5 stories residential building,,4,
./assets/Image/129.jpg,2 stories residential building,,2,
./assets/Image/132.jpg,Cannot tell,,3,
./assets/Image/131.jpg,2 stories residential building,,1,
./assets/Image/133.jpg,Cannot tell,,1,
./assets/Image/134.jpg,2 stories residential building,,1,
./assets/Image/135.jpg,2 stories residential building,,1,
./assets/Image/136.jpg,Cannot tell,,2,
./assets/Image/137.jpg,2 stories residential building,,,
./assets/Image/140.jpg,2 stories residential building,,3,
./assets/Image/138.jpg,2 stories residential building,,,
./assets/Image/139.jpg,2 stories residential building,,2,
./assets/Image/141.jpg,3 stories residential building,,3,
./assets/Image/143.jpg,2 stories residential building,,2,
./assets/Image/142.jpg,1.5 stories residential building,,2,
./assets/Image/145.jpg,2 stories residential building,,1,
./assets/Image/144.jpg,2 stories residential building,,1,
./assets/Image/146.jpg,2 stories residential building,,1,
./assets/Image/148.jpg,2 stories residential building,,2,
./assets/Image/147.jpg,2 stories residential building,,1,
./assets/Image/149.jpg,2 stories residential building,,1,
./assets/Image/150.jpg,2 stories residential building,,1,
./assets/Image/151.jpg,2 stories residential building,,1,
./assets/Image/152.jpg,2 stories residential building,,1,
./assets/Image/155.jpg,2 stories residential building,,2,
./assets/Image/153.jpg,2 stories residential building,,2,
./assets/Image/154.jpg,2 stories residential building,,2,
./assets/Image/156.jpg,2 stories residential building,,2,
./assets/Image/158.jpg,2 stories residential building,,,
./assets/Image/157.jpg,2 stories residential building,,1,
./assets/Image/159.jpg,Cannot tell,,2,
./assets/Image/160.jpg,Cannot tell,,2,
./assets/Image/161.jpg,1.5 stories residential building,,5,
./assets/Image/162.jpg,2 stories residential building,,1,
./assets/Image/163.jpg,2 stories residential building,,1,
./assets/Image/164.jpg,2 stories residential building,,1,
./assets/Image/165.jpg,2 stories residential building,,1,
./assets/Image/166.jpg,2 stories residential building,,1,
./assets/Image/168.jpg,Cannot tell,,2,
./assets/Image/167.jpg,2 stories residential building,,2,
./assets/Image/169.jpg,Cannot tell,,2,
./assets/Image/170.jpg,Cannot tell,,2,
./assets/Image/171.jpg,2 stories residential building,,2,
./assets/Image/172.jpg,2 stories residential building,,1,
./assets/Image/173.jpg,Cannot tell,,2,
./assets/Image/174.jpg,Cannot tell,,1,
./assets/Image/175.jpg,Cannot tell,,,
./assets/Image/176.jpg,Cannot tell,,1,
./assets/Image/178.jpg,Cannot tell,,1,
./assets/Image/179.jpg,2 stories residential building,,3,
./assets/Image/177.jpg,2 stories residential building,,1,
./assets/Image/180.jpg,Cannot tell,,1,
./assets/Image/181.jpg,2 stories residential building,,2,
./assets/Image/182.jpg,2 stories residential building,,1,
./assets/Image/185.jpg,2 stories residential building,,1,
./assets/Image/184.jpg,2 stories residential building,,1,
./assets/Image/183.jpg,2 stories residential building,,1,
./assets/Image/186.jpg,2 stories residential building,,1,
./assets/Image/187.jpg,2 stories residential building,,1,
./assets/Image/188.jpg,2 stories residential building,,1,
./assets/Image/189.jpg,2 stories residential building,,,
./assets/Image/190.jpg,3 stories residential building,,3,
./assets/Image/191.jpg,1.5 stories residential building,,3,
./assets/Image/192.jpg,2 stories residential building,,1,
./assets/Image/194.jpg,Cannot tell,,2,
./assets/Image/193.jpg,2 stories residential building,,1,
./assets/Image/195.jpg,2 stories residential building,,2,
./assets/Image/196.jpg,2 stories residential building,,1,
./assets/Image/197.jpg,2 stories residential building,,1,
./assets/Image/198.jpg,2 stories residential building,,1,
./assets/Image/200.jpg,1.5 stories residential building,,2,
./assets/Image/199.jpg,2 stories residential building,,1,
./assets/Image/202.jpg,2 stories residential building,,1,
./assets/Image/201.jpg,2 stories residential building,,1,
./assets/Image/203.jpg,2 stories residential building,,1,
./assets/Image/204.jpg,2 stories residential building,,1,
./assets/Image/205.jpg,2 stories residential building,,,
./assets/Image/206.jpg,2 stories residential building,,2,
./assets/Image/207.jpg,2 stories residential building,,,
./assets/Image/208.jpg,2 stories residential building,,1,
./assets/Image/209.jpg,Cannot tell,,2,
./assets/Image/210.jpg,2 stories residential building,,2,
./assets/Image/213.jpg,1.5 stories residential building,,2,
./assets/Image/212.jpg,2 stories residential building,,1,
./assets/Image/211.jpg,2 stories residential building,,2,
./assets/Image/216.jpg,1.5 stories residential building,,1,
./assets/Image/215.jpg,1.5 stories residential building,,3,
./assets/Image/214.jpg,Cannot tell,,3,
./assets/Image/217.jpg,2 stories residential building,,2,
./assets/Image/218.jpg,2 stories residential building,,2,
./assets/Image/219.jpg,2 stories residential building,,2,
./assets/Image/220.jpg,2 stories residential building,,,
./assets/Image/225.jpg,2 stories residential building,,1,
./assets/Image/221.jpg,2 stories residential building,,1,
./assets/Image/223.jpg,2 stories residential building,,2,
./assets/Image/222.jpg,2 stories residential building,,,
./assets/Image/224.jpg,2 stories residential building,,1,
./assets/Image/227.jpg,2 stories residential building,,1,
./assets/Image/226.jpg,2 stories residential building,,1,
./assets/Image/229.jpg,2 stories residential building,,1,
./assets/Image/228.jpg,2 stories residential building,,1,
./assets/Image/231.jpg,2 stories residential building,,1,
./assets/Image/230.jpg,2 stories residential building,,1,
./assets/Image/232.jpg,2 stories residential building,,1,
./assets/Image/233.jpg,2 stories residential building,,2,
./assets/Image/234.jpg,2 stories residential building,,3,
./assets/Image/235.jpg,2 stories residential building,,3,
./assets/Image/236.jpg,2 stories residential building,,1,
./assets/Image/237.jpg,2 stories residential building,,,
./assets/Image/238.jpg,2 stories residential building,,1,
./assets/Image/239.jpg,2 stories residential building,,1,
./assets/Image/240.jpg,2 stories residential building,,1,
./assets/Image/242.jpg,2 stories residential building,,1,
./assets/Image/243.jpg,2 stories residential building,,,
./assets/Image/241.jpg,2 stories residential building,,1,
./assets/Image/244.jpg,2 stories residential building,,1,
./assets/Image/245.jpg,2 stories residential building,,1,
./assets/Image/248.jpg,Cannot tell,,3,
./assets/Image/247.jpg,Cannot tell,,2,
./assets/Image/246.jpg,2 stories residential building,,3,
./assets/Image/249.jpg,Cannot tell,,2,
./assets/Image/250.jpg,2 stories residential building,,1,
./assets/Image/251.jpg,2 stories residential building,,1,
./assets/Image/255.jpg,2.5 stories residential building,,4,
./assets/Image/252.jpg,2 stories residential building,,,
./assets/Image/254.jpg,2 stories residential building,,2,
./assets/Image/253.jpg,2 stories residential building,,1,
./assets/Image/256.jpg,2.5 stories residential building,,1,
./assets/Image/257.jpg,2 stories residential building,,2,
./assets/Image/258.jpg,2 stories residential building,,1,
./assets/Image/259.jpg,2.5 stories residential building,,5,
./assets/Image/260.jpg,2 stories residential building,,3,
./assets/Image/261.jpg,1.5 stories residential building,,2,
./assets/Image/262.jpg,2 stories residential building,,3,
./assets/Image/263.jpg,1.5 stories residential building,,3,
./assets/Image/264.jpg,2 stories residential building,,3,
./assets/Image/265.jpg,2 stories residential building,,3,
./assets/Image/267.jpg,1.5 stories residential building,,21,
./assets/Image/266.jpg,2 stories residential building,,1,
./assets/Image/269.jpg,Cannot tell,,2,
./assets/Image/268.jpg,Cannot tell,,2,
./assets/Image/271.jpg,2 stories residential building,,2,
./assets/Image/270.jpg,2 stories residential building,,1,
./assets/Image/272.jpg,2 stories residential building,,,
./assets/Image/273.jpg,Cannot tell,,2,
./assets/Image/274.jpg,2 stories residential building,,2,
./assets/Image/275.jpg,2 stories residential building,,2,
./assets/Image/276.jpg,2 stories residential building,,1,
./assets/Image/277.jpg,2 stories residential building,,1,
./assets/Image/279.jpg,2 stories residential building,,2,
./assets/Image/278.jpg,2 stories residential building,,1,
./assets/Image/280.jpg,2 stories residential building,,1,
./assets/Image/281.jpg,2 stories residential building,,,
./assets/Image/283.jpg,2 stories residential building,,1,
./assets/Image/282.jpg,Cannot tell,,2,
./assets/Image/285.jpg,2 stories residential building,,1,
./assets/Image/284.jpg,Cannot tell,,2,
./assets/Image/286.jpg,2.5 stories residential building,,1,
./assets/Image/287.jpg,2 stories residential building,,7,
./assets/Image/288.jpg,2 stories residential building,,2,
./assets/Image/289.jpg,2 stories residential building,,1,
./assets/Image/290.jpg,2 stories residential building,,1,
./assets/Image/291.jpg,2 stories residential building,,,
./assets/Image/292.jpg,2 stories residential building,,1,
./assets/Image/294.jpg,2 stories residential building,,1,
./assets/Image/293.jpg,2 stories residential building,,1,
./assets/Image/295.jpg,2 stories residential building,,1,
./assets/Image/296.jpg,2 stories residential building,,,
./assets/Image/297.jpg,2 stories residential building,,1,
./assets/Image/298.jpg,Cannot tell,,2,
./assets/Image/300.jpg,2 stories residential building,,2,
./assets/Image/299.jpg,2 stories residential building,,1,
./assets/Image/301.jpg,2 stories residential building,,1,
./assets/Image/302.jpg,2 stories residential building,,1,
./assets/Image/303.jpg,2 stories residential building,,1,
./assets/Image/304.jpg,2 stories residential building,,1,
./assets/Image/305.jpg,2 stories residential building,,1,
./assets/Image/307.jpg,2 stories residential building,,1,
./assets/Image/306.jpg,2 stories residential building,,1,
./assets/Image/308.jpg,2 stories residential building,,1,
./assets/Image/309.jpg,2 stories residential building,,1,
./assets/Image/310.jpg,2 stories residential building,,1,
./assets/Image/312.jpg,2 stories residential building,,1,
./assets/Image/311.jpg,2 stories residential building,,1,
./assets/Image/314.jpg,2 stories residential building,,1,
./assets/Image/313.jpg,2 stories residential building,,1,
./assets/Image/315.jpg,2 stories residential building,,,
./assets/Image/317.jpg,2 stories residential building,,1,
./assets/Image/316.jpg,2 stories residential building,,1,
./assets/Image/318.jpg,2 stories residential building,,1,
./assets/Image/319.jpg,2 stories residential building,,1,
./assets/Image/320.jpg,2 stories residential building,,1,
./assets/Image/321.jpg,2 stories residential building,,4,
./assets/Image/322.jpg,2 stories residential building,,1,
./assets/Image/323.jpg,Cannot tell,,2,
./assets/Image/324.jpg,Cannot tell,,1,
./assets/Image/325.jpg,2 stories residential building,,2,
./assets/Image/329.jpg,2 stories residential building,,1,
./assets/Image/328.jpg,2 stories residential building,,1,
./assets/Image/327.jpg,2 stories residential building,,1,
./assets/Image/326.jpg,2 stories residential building,,1,
./assets/Image/331.jpg,2 stories residential building,,,
./assets/Image/330.jpg,Cannot tell,,2,
./assets/Image/334.jpg,Cannot tell,,2,
./assets/Image/333.jpg,2 stories residential building,,1,
./assets/Image/332.jpg,2 stories residential building,,2,
./assets/Image/336.jpg,2 stories residential building,,1,
./assets/Image/335.jpg,2 stories residential building,,1,
./assets/Image/337.jpg,2 stories residential building,,1,
./assets/Image/338.jpg,2 stories residential building,,,
./assets/Image/339.jpg,2 stories residential building,,1,
./assets/Image/341.jpg,2 stories residential building,,1,
./assets/Image/340.jpg,2 stories residential building,,1,
./assets/Image/342.jpg,2 stories residential building,,1,
./assets/Image/344.jpg,2 stories residential building,,1,
./assets/Image/343.jpg,2 stories residential building,,1,
./assets/Image/346.jpg,2 stories residential building,,1,
./assets/Image/345.jpg,3 stories residential building,,4,
./assets/Image/347.jpg,1.5 stories residential building,,3,
./assets/Image/348.jpg,2 stories residential building,,1,
./assets/Image/349.jpg,2 stories residential building,,1,
./assets/Image/350.jpg,Cannot tell,,4,
./assets/Image/351.jpg,2 stories residential building,,1,
./assets/Image/352.jpg,2 stories residential building,,2,
./assets/Image/353.jpg,2 stories residential building,,1,
./assets/Image/354.jpg,2 stories residential building,,1,
./assets/Image/357.jpg,2 stories residential building,,1,
./assets/Image/355.jpg,2 stories residential building,,,
./assets/Image/356.jpg,2 stories residential building,,1,
./assets/Image/358.jpg,2 stories residential building,,1,
./assets/Image/359.jpg,2 stories residential building,,1,
./assets/Image/360.jpg,2 stories residential building,,1,
./assets/Image/361.jpg,2 stories residential building,,1,
./assets/Image/362.jpg,2 stories residential building,,1,
./assets/Image/363.jpg,2 stories residential building,,1,
./assets/Image/366.jpg,2 stories residential building,,1,
./assets/Image/365.jpg,2 stories residential building,,1,
./assets/Image/364.jpg,2 stories residential building,,1,
./assets/Image/367.jpg,2 stories residential building,,1,
./assets/Image/368.jpg,2 stories residential building,,1,
./assets/Image/369.jpg,2 stories residential building,,1,
./assets/Image/370.jpg,2 stories residential building,,1,
./assets/Image/371.jpg,2 stories residential building,,1,
./assets/Image/375.jpg,2 stories residential building,,1,
./assets/Image/373.jpg,2 stories residential building,,,
./assets/Image/374.jpg,2 stories residential building,,1,
./assets/Image/372.jpg,2 stories residential building,,1,
./assets/Image/376.jpg,2 stories residential building,,1,
./assets/Image/377.jpg,2 stories residential building,,1,
./assets/Image/378.jpg,2 stories residential building,,4,
./assets/Image/379.jpg,2 stories residential building,,2,
./assets/Image/380.jpg,2 stories residential building,,1,
./assets/Image/382.jpg,2 stories residential building,,1,
./assets/Image/381.jpg,2 stories residential building,,,
./assets/Image/383.jpg,2 stories residential building,,1,
./assets/Image/384.jpg,2 stories residential building,,1,
./assets/Image/385.jpg,2 stories residential building,,1,
./assets/Image/388.jpg,2 stories residential building,,1,
./assets/Image/386.jpg,Cannot tell,,21,
./assets/Image/387.jpg,2 stories residential building,,11,
./assets/Image/389.jpg,2 stories residential building,,10,
./assets/Image/390.jpg,Cannot tell,,21111,
./assets/Image/391.jpg,2.5 stories residential building,,211,
./assets/Image/393.jpg,2.5 stories residential building,,2,
./assets/Image/394.jpg,Cannot tell,,21,
./assets/Image/392.jpg,Cannot tell,,1,
./assets/Image/395.jpg,Cannot tell,,1,
./assets/Image/396.jpg,Cannot tell,,21,
./assets/Image/398.jpg,2 stories residential building,,21,
./assets/Image/399.jpg,2 stories residential building,,1,
./assets/Image/397.jpg,2 stories residential building,,1,
./assets/Image/400.jpg,2 stories residential building,,11,
./assets/Image/402.jpg,2 stories residential building,,1,
./assets/Image/401.jpg,2.5 stories residential building,,4,
./assets/Image/403.jpg,Cannot tell,,2,
./assets/Image/404.jpg,Cannot tell,,1,
./assets/Image/408.jpg,3 stories residential building,,31,
./assets/Image/405.jpg,2.5 stories residential building,,3,
./assets/Image/407.jpg,3 stories residential building,,2,
./assets/Image/406.jpg,Cannot tell,,3,
./assets/Image/409.jpg,3 stories residential building,,1,
./assets/Image/410.jpg,3 stories residential building,,21,
./assets/Image/411.jpg,2.5 stories residential building,,1,
./assets/Image/412.jpg,2.5 stories residential building,,2,
./assets/Image/413.jpg,2.5 stories residential building,,2,
./assets/Image/414.jpg,2.5 stories residential building,,,
./assets/Image/415.jpg,2 stories residential building,,2,
./assets/Image/416.jpg,2.5 stories residential building,,41,
./assets/Image/417.jpg,2.5 stories residential building,,2,
./assets/Image/418.jpg,2 stories residential building,,1,
./assets/Image/419.jpg,2 stories residential building,,2,
./assets/Image/421.jpg,2.5 stories residential building,,1,
./assets/Image/420.jpg,2.5 stories residential building,,3,
./assets/Image/422.jpg,Cannot tell,,21,
./assets/Image/423.jpg,Cannot tell,,2,
./assets/Image/424.jpg,2 stories residential building,,3,
./assets/Image/425.jpg,Cannot tell,,4,
./assets/Image/426.jpg,2 stories residential building,,2,
./assets/Image/427.jpg,2.5 stories residential building,,3,
./assets/Image/428.jpg,Cannot tell,,2,
./assets/Image/429.jpg,Cannot tell,,11,
./assets/Image/430.jpg,2 stories residential building,,2,
./assets/Image/431.jpg,2 stories residential building,,1,
./assets/Image/432.jpg,2.5 stories residential building,,1,
./assets/Image/433.jpg,2 stories residential building,,1,
./assets/Image/434.jpg,Cannot tell,,21,
./assets/Image/435.jpg,2 stories residential building,,1,
./assets/Image/437.jpg,2 stories residential building,,2,
./assets/Image/438.jpg,2 stories residential building,,1,
./assets/Image/436.jpg,2 stories residential building,,1,
./assets/Image/441.jpg,Cannot tell,,2,
./assets/Image/439.jpg,Cannot tell,,11,
./assets/Image/440.jpg,2 stories residential building,,3,
./assets/Image/442.jpg,2 stories residential building,,1,
./assets/Image/443.jpg,2 stories residential building,,1,
./assets/Image/444.jpg,Cannot tell,,3,
./assets/Image/446.jpg,Cannot tell,,21,
./assets/Image/445.jpg,2 stories residential building,,1,
./assets/Image/447.jpg,2.5 stories residential building,,1,
./assets/Image/448.jpg,2 stories residential building,,4,
./assets/Image/449.jpg,2 stories residential building,,,
./assets/Image/450.jpg,2 stories residential building,,1,
./assets/Image/451.jpg,2 stories residential building,,11,
./assets/Image/452.jpg,2 stories residential building,,1,
./assets/Image/455.jpg,2 stories residential building,,1,
./assets/Image/456.jpg,2 stories residential building,,2,
./assets/Image/454.jpg,2 stories residential building,,1,
./assets/Image/453.jpg,2 stories residential building,,1,
./assets/Image/457.jpg,2 stories residential building,,21,
./assets/Image/459.jpg,Cannot tell,,1,
./assets/Image/458.jpg,Cannot tell,,1,
./assets/Image/460.jpg,Cannot tell,,2,
./assets/Image/461.jpg,Cannot tell,,1,
./assets/Image/463.jpg,3 stories residential building,,71,
./assets/Image/462.jpg,Cannot tell,,1,
./assets/Image/464.jpg,2 stories residential building,,3,
./assets/Image/465.jpg,2 stories residential building,,,
./assets/Image/467.jpg,2 stories residential building,,1,
./assets/Image/466.jpg,2 stories residential building,,1,
./assets/Image/468.jpg,1.5 stories residential building,,11,
./assets/Image/469.jpg,2 stories residential building,,2,
./assets/Image/470.jpg,Cannot tell,,4,
./assets/Image/473.jpg,2.5 stories residential building,,2,
./assets/Image/471.jpg,2 stories residential building,,2,
./assets/Image/472.jpg,2 stories residential building,,31,
./assets/Image/475.jpg,1 story residential building,,2,
./assets/Image/474.jpg,2 stories residential building,,3,
./assets/Image/476.jpg,2 stories residential building,,1,
./assets/Image/477.jpg,2 stories residential building,,2,
./assets/Image/478.jpg,2 stories residential building,,1,
./assets/Image/479.jpg,2 stories residential building,,21,
./assets/Image/480.jpg,2 stories residential building,,1,
./assets/Image/482.jpg,2 stories residential building,,1,
./assets/Image/481.jpg,2 stories residential building,,1,
./assets/Image/485.jpg,2 stories residential building,,,
./assets/Image/484.jpg,2 stories residential building,,4,
./assets/Image/483.jpg,2 stories residential building,,11,
./assets/Image/486.jpg,2 stories residential building,,1,
./assets/Image/488.jpg,2 stories residential building,,,
./assets/Image/487.jpg,2 stories residential building,,1,
./assets/Image/489.jpg,Cannot tell,,2,
./assets/Image/490.jpg,Cannot tell,,11,
./assets/Image/491.jpg,3 stories residential building,,6,
./assets/Image/492.jpg,Cannot tell,,2,
./assets/Image/494.jpg,2 stories residential building,,2,
./assets/Image/495.jpg,2 stories residential building,,1,
./assets/Image/493.jpg,2 stories residential building,,1,
./assets/Image/496.jpg,2 stories residential building,,11,
./assets/Image/497.jpg,2 stories residential building,,1,
./assets/Image/498.jpg,Cannot tell,,2,
./assets/Image/499.jpg,Cannot tell,,1,
./assets/Image/500.jpg,2 stories residential building,,2,
./assets/Image/502.jpg,2 stories residential building,,21,
./assets/Image/501.jpg,2 stories residential building,,,
./assets/Image/503.jpg,2 stories residential building,,1,
./assets/Image/504.jpg,2 stories residential building,,1,
./assets/Image/505.jpg,2 stories residential building,,1,
./assets/Image/506.jpg,2 stories residential building,,11,
./assets/Image/508.jpg,2 stories residential building,,1,
./assets/Image/509.jpg,2 stories residential building,,1,
./assets/Image/507.jpg,2 stories residential building,,,
./assets/Image/510.jpg,2 stories residential building,,1,
./assets/Image/511.jpg,2 stories residential building,,11,
./assets/Image/512.jpg,2 stories residential building,,1,
./assets/Image/513.jpg,2 stories residential building,,1,
./assets/Image/515.jpg,2 stories residential building,,,
./assets/Image/514.jpg,2 stories residential building,,1,
./assets/Image/516.jpg,2 stories residential building,,11,
./assets/Image/518.jpg,2 stories residential building,,111,
./assets/Image/517.jpg,Cannot tell,,211,
./assets/Image/519.jpg,2.5 stories residential building,,91111111111,
./assets/Image/521.jpg,2 stories residential building,,2,
./assets/Image/520.jpg,2 stories residential building,,3,
./assets/Image/522.jpg,2 stories residential building,,1,
./assets/Image/523.jpg,2 stories residential building,,,
./assets/Image/524.jpg,1.5 stories residential building,,2,
./assets/Image/525.jpg,2 stories residential building,,1,
./assets/Image/526.jpg,2 stories residential building,,1,
./assets/Image/527.jpg,2 stories residential building,,1,
./assets/Image/528.jpg,2 stories residential building,,1,
./assets/Image/529.jpg,2 stories residential building,,1,
./assets/Image/530.jpg,2 stories residential building,,1,
./assets/Image/531.jpg,2 stories residential building,,,
./assets/Image/532.jpg,2.5 stories residential building,,8,
./assets/Image/533.jpg,1.5 stories residential building,,3,
./assets/Image/534.jpg,2 stories residential building,,1,
./assets/Image/535.jpg,2 stories residential building,,1,
./assets/Image/536.jpg,2 stories residential building,,1,
./assets/Image/537.jpg,Cannot tell,,2,
./assets/Image/538.jpg,Cannot tell,,2,
./assets/Image/539.jpg,2 stories residential building,,3,
./assets/Image/540.jpg,2 stories residential building,,2,
./assets/Image/541.jpg,2 stories residential building,,1,
./assets/Image/542.jpg,2 stories residential building,,1,
